user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
GL_R22_GL16_DN_3_maxbin_res.005.fasta_sub.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__UBA7662;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	26.67	11	0.67473254858	N/A
GL_R80_GL56_UP_1_G32.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__UBA7662;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	85.12	11	0.667837141503	N/A
GL_R81_GL56_UP_2_maxbin_res.108.fasta_sub.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Spirosoma;s__	N/A	N/A	N/A	N/A	N/A	GCF_002067135.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Spirosoma;s__Spirosoma rigui	77.73	0.41	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Spirosoma;s__	Placement	taxonomic classification fully defined by topology	GCF_001988955.1, s__Spirosoma montaniterrae, 95.0, 77.35, 0.41; GCF_002006735.1, s__Spirosoma sp002006735, 95.0, 77.12, 0.02	38.75	11	0.976971401457	Genome has more than 12.5% of markers with multiple hits
GL_R81_GL56_UP_2_G2.2.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Fibrella;s__	N/A	N/A	N/A	N/A	N/A	GCF_002108455.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Fibrella;s__Fibrella sp002108455	77.28	0.32	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Fibrella;s__	Placement	taxonomic classification fully defined by topology	GCF_000331105.1, s__Fibrella aestuarina, 95.0, 77.49, 0.37	87.38	11	0.979888568929	N/A
GL_R3_GL5_UP_3_L20.1_sub.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__REAB01;s__	N/A	N/A	N/A	N/A	N/A	GCA_004293645.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__REAB01;s__REAB01 sp004293645	80.41	0.71	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	46.87	11	0.952538284376	N/A
GL_R81_GL56_UP_2_L4.2.2.2_sub.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__REAB01;s__	N/A	N/A	N/A	N/A	N/A	GCA_004293645.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__REAB01;s__REAB01 sp004293645	78.05	0.33	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	37.72	11	0.950199549031	N/A
GL_R80_GL56_UP_1_maxbin_res.001.fasta_sub.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__REAB01;s__	N/A	N/A	N/A	N/A	N/A	GCA_004293645.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__REAB01;s__REAB01 sp004293645	78.09	0.27	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	34.88	11	0.950166108886	N/A
GL_R3_GL5_UP_3_L17.1_sub.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__REAB01;s__	N/A	N/A	N/A	N/A	N/A	GCA_004293645.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__REAB01;s__REAB01 sp004293645	80.4	0.71	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	44.7	11	0.950068186987	N/A
GL_R22_GL16_DN_3_maxbin_res.074.fasta_sub.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__REAB01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	30.22	11	0.949080341804	N/A
GL_R21_GL16_DN_2_maxbin_res.015.fasta_sub.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__REAB01;s__	N/A	N/A	N/A	N/A	N/A	GCA_004293645.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__REAB01;s__REAB01 sp004293645	78.23	0.32	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	42.48	11	0.94183083792	N/A
GL_R20_GL16_DN_1_maxbin_res.028.fasta_sub.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__REAB01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	38.17	11	0.923438871493	Genome has more than 13.3% of markers with multiple hits
GL_R21_GL16_DN_2_B2.4.2.1.1.1_sub.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__REAB01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	42.28	11	0.915121761857	Genome has more than 13.3% of markers with multiple hits
GL_R20_GL16_DN_1_maxbin_res.004.fasta.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	26.33	11	0.870717638617	N/A
GL_R80_GL56_UP_1_maxbin_res.019.fasta_sub.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	95.99	11	0.868279977196	N/A
GL_R21_GL16_DN_2_O1.2.2_sub.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	57.74	11	0.866922687805	N/A
GL_R22_GL16_DN_3_C3.2.2.1.1.1.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	25.12	11	0.866794213183	N/A
GL_R21_GL16_DN_2_G2.4.2.2.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	68.02	11	0.866446693745	N/A
GL_R20_GL16_DN_1_maxbin_res.013.fasta_sub.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	13.83	11	0.865041650087	N/A
GL_R21_GL16_DN_2_maxbin_res.006.fasta_sub.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	35.97	11	0.858332680013	N/A
GL_R81_GL56_UP_2_C4.2.2.1_sub.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	17.2	11	0.856848789515	N/A
GL_R21_GL16_DN_2_maxbin_res.008.fasta_sub.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	35.26	11	0.855761576933	N/A
GL_R80_GL56_UP_1_maxbin_res.003.fasta_sub.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	36.79	11	0.855428779953	N/A
GL_R68_GL53_UP_2_maxbin_res.023.fasta_sub.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	25.0	11	0.853272701166	N/A
GL_R21_GL16_DN_2_maxbin_res.007.fasta_sub.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	35.36	11	0.852335240191	N/A
GL_R22_GL16_DN_3_L3.2.2.1.2.1.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	43.23	11	0.84834398685	N/A
GL_R19_GL16_UP_3_O14.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	66.19	11	0.848183537511	N/A
GL_R20_GL16_DN_1_maxbin_res.012.fasta.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	37.82	11	0.845658976097	N/A
GL_R19_GL16_UP_3_L1.2.2.1.2_sub.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Arcicella;s__	N/A	N/A	N/A	N/A	N/A	GCF_003148625.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Arcicella;s__Arcicella aurantiaca	78.39	0.45	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	54.42	11	0.977448071913	N/A
GL_R58_GL46_UP_3_L1.1.2.1.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Arcicella;s__	N/A	N/A	N/A	N/A	N/A	GCF_003148625.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Arcicella;s__Arcicella aurantiaca	79.25	0.35	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	39.09	11	0.975395394642	N/A
GL_R20_GL16_DN_1_maxbin_res.068.fasta_sub.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Arcicella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	52.24	11	0.974880788704	Genome has more than 18.3% of markers with multiple hits
GL_R17_GL16_UP_1_G5.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Arcicella;s__	N/A	N/A	N/A	N/A	N/A	GCF_003148625.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Arcicella;s__Arcicella aurantiaca	78.43	0.46	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	71.27	11	0.974553815832	N/A
GL_R56_GL46_UP_1_L7_sub.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Arcicella;s__	N/A	N/A	N/A	N/A	N/A	GCF_003148625.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Arcicella;s__Arcicella aurantiaca	78.68	0.32	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	41.43	11	0.974125212239	N/A
GL_R22_GL16_DN_3_O3.2.2.1.2.3.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Arcicella;s__	N/A	N/A	N/A	N/A	N/A	GCF_003148625.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Arcicella;s__Arcicella aurantiaca	78.26	0.48	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	65.0	11	0.974068942791	N/A
GL_R18_GL16_UP_2_G8.2.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Arcicella;s__	N/A	N/A	N/A	N/A	N/A	GCF_003148625.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Arcicella;s__Arcicella aurantiaca	78.39	0.48	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	67.26	11	0.973652333295	N/A
GL_R3_GL5_UP_3_maxbin_res.028.fasta_sub.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Arcicella;s__	N/A	N/A	N/A	N/A	N/A	GCF_003148625.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Arcicella;s__Arcicella aurantiaca	77.75	0.24	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	52.8	11	0.973538226043	Genome has more than 25.0% of markers with multiple hits
GL_R3_GL5_UP_3_maxbin_res.006.fasta_sub.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Arcicella;s__	N/A	N/A	N/A	N/A	N/A	GCF_003148625.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Arcicella;s__Arcicella aurantiaca	77.02	0.26	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	52.32	11	0.972402200392	N/A
GL_R68_GL53_UP_2_G35_sub.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	69.5	11	0.826964358645	N/A
GL_R3_GL5_UP_3_O10.1_sub.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	51.09	11	0.836978364096	N/A
GL_R3_GL5_UP_3_L4.1.1.6.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	41.27	11	0.833981560181	N/A
GL_R68_GL53_UP_2_C4.2_sub.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Emticicia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Emticicia;s__	Placement	taxonomic classification fully defined by topology	N/A	24.46	11	0.970981294565	N/A
GL_R1_GL5_UP_1_L2.1.4.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Emticicia;s__	N/A	N/A	N/A	N/A	N/A	GCA_000263195.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Emticicia;s__Emticicia oligotrophica	77.17	0.31	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Emticicia;s__	Placement	taxonomic classification fully defined by topology	N/A	35.5	11	0.955454394587	N/A
GL_R20_GL16_DN_1_O5.2.3.1.3.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	46.23	11	0.830749138774	N/A
GL_R21_GL16_DN_2_L1.1.4_sub.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	36.94	11	0.826570872633	N/A
GL_R21_GL16_DN_2_L2.19_sub.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	36.83	11	0.825706753011	N/A
GL_R22_GL16_DN_3_maxbin_res.066.fasta_sub.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	52.82	11	0.809990733696	Genome has more than 22.5% of markers with multiple hits
GL_R81_GL56_UP_2_P35_sub.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	89.74	11	0.724673508079	N/A
GL_R18_GL16_UP_2_L21.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Thermonemataceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Thermonemataceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	37.92	11	0.831517845624	N/A
GL_R80_GL56_UP_1_P63.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Thermonemataceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Thermonemataceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	95.93	11	0.830142293154	N/A
GL_R56_GL46_UP_1_C16.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Thermonemataceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Thermonemataceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	15.18	11	0.829934613954	N/A
GL_R22_GL16_DN_3_L15_sub.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Thermonemataceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Thermonemataceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	40.0	11	0.828944313032	N/A
GL_R19_GL16_UP_3_C16_sub.contigs	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Thermonemataceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Thermonemataceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	14.23	11	0.822110618421	N/A
